number,네이버 장점,네이버 단점,카카오 장점,카카오 단점,라인 장점,라인 단점,쿠팡 장점,쿠팡 단점,배민 장점,배민 단점,페이스북 장점,페이스북 단점,아마존 장점,아마존 단점,애플 장점,애플 단점,넷플릭스 장점,넷플릭스 단점,구글 장점,구글 단점
41,"주니어가 성장하기 좋은 회사라고 생각합니다!
팀원분들 모두 실력이 어마어마 합니다","진리의 부바부 팀바팀
나와 맞는 사람 안맞는 사람 어디에나 있다!
팀이 잘 걸려야 됨",배울 점이 많고 할 일도 다양해서 이력서 자체가 빵빵해지는 느낌,"다들 알다시피 악화되는 경영진, 언론에서의 타겟으로 찍힌 거 같음.","네임벨류, 그에 맞는 보상 그리고 업무 문화
비교적 합리적인 의사결정","일이 너무 많다
일본과의 의사소통이 답답
잦은 인사이동","사람들이 친절하고 모난사람은 딱히안보이고 급여도적당하고
짜잘한복지가있음","체계가없고 복지가 없다
급여자체는 그렇게 낮지 않은데 현금성복지가 거의 전무하여 아쉽다.
잠실오피스 카페 베이커리가 빨리소진된다.
엘레베이터가 극혐이다.","재택 짜릿, 복지포인트 200만원, 휴가 코웍 사용만으로 하루 전체 쉬기 쌉가능",회사 보다 같이 일하는 구성원들의 단점을 적어보자면 답장이 너무 느림 진짜 뭐하느라 답장을 안하는지 모르겠음 그리고 소수의 사람은 월루인듯,"워라밸 이정도면 최고
샐러리.이정도면 갠춘
아직 먹어줌","5년후가 잘 안보임…..
인스타그램 의존도
디렉터급 안습",다양한 업무를 원하는 만큼 성장하는 회사에서 할 수 있음,과도한 업무량과 계속해서 잘해야하는 압박감. 정치도 심해짐,"조금은 직원을 위한다는 생각이 들어요
애기가 있다면 좋은 곳인거 같아요","아무래도 커리어 부분이 조금 고민 되는 부분입니다.
다음 스텝을 어디로 갈지","귀감이 되는 동료들의 열정과 뛰어난 능력
세세한 디테일까지 신경쓴 것이 느껴지는 오피스 환경
높은 연봉
분야의 전문가로 믿어주며 부여되는 책임과 권한",회사의 컬처핏과 맞지 않다면 힘들어 할 수 있겠지만 인터뷰 과정 중 컬처에 대한 충분한 대화가 이루어짐,"나만 열심히 효율적으로 잘하면 되는 문화
괜찮은 보수
유연하고 합리적인 문화","Peer pressure와 성과압박
조금 외로움"
42,"재택, 유연근무 등 업무와 관련한 복지가 좋은 것 같음",아직까지는 크게 없음. 부서 사람들 좋아서 만족스러워요.,"복지, 수평문화, 근무환경은 부서마다 다르겠지만 적응하기 좋음",수평적이나 수직적임. 어느 곳이나 마찬가지겠지만 실용적인 방법보다 보수적인 느낌이 강함,"챙겨줄 때는 알아서 잘챙겨줌
팀바팀이지만 조직문화가 수평적이고 매우 합리적임","근무가 매우 빡셈..
일이 너무 많음..
야근이 잦음.","재택근무, 업계대비 적당히 높은 연봉, 그 외엔 없다.","일에 치여살고 워라밸은 포기해야 함. 단순히 일 많은게 아니라 알려주는 사람 하나 없으면서 매일 이리치이고 저리치이는게 일상.
잡혀있는 체계가 1도 없음. 부바부겠지만 대부분 사람들도 예민해서 그런지 날 서 있는 사람이 많음. 착한 사람도 여유가 없어지게 만드는 곳.
재택근무라는 장점 하나 빼고 나머지 다 단점. 말만 수평문화지 레벨 제도가 있어 더 굳건한 수직적인 문화.
사람 자주 뽑고 근속연수가 짧은 이유가 다 있음.
채용 공고 많이 올라온다고 지원하지 말고 한번 더 생각해보시길 바랍니다.",피플팀이 직원을 챙겨주고 있습니다. 직원을 위한 복지가 잘되어있어요,"워라밸은 서비스마다 달라서 워라밸 생각하고 들어오시면 안될거 같아요. 성장을 위해서 일이 엄청 많습니다.
배려가 부족한 사람들이 몇몇있습니다.",한국 회사들과 비교되는 플랫폼과 규모를 경험하 볼수 있습니다.,업무 강도가 높습니다. 분기별로 있는 평가가 빡세요..,"전문직빼고 정유사나 증권사 다닐게 못되면 aws가 최고
연봉, 복지, 발전가능성 모두 만족",사람이 많아지다보니 똥파리도 꼬이기시작해 잘 거르는능력이 필요,"터치없는 자율출퇴근
선택적 재택근무
1개월동안 타국가에서 근무 가능
높은 연봉 리프레셔 보너스 rsu","직위에 걸맞는 책임
영어소통
극단적 개인주의로 소통이 힘듦","무엇보다 너무나 똑똑하고 헌신적인 동료들
업계 내 최고 대우
근태라는 개념이 없음. 자기 일만 잘하면 됨
agility","컬쳐가 맞지 않는 사람들에게는 힘들수도. 피드백, 캡틴시 문화 등이 self-starter가 아니면 어렵다",복지가 좋아요 급여도 개인적으로는 불만족이지만 동료들은 만족함,"경쟁이 심하고 노조가 없어서 불편할때가 있습니다
그거외에는 만족"
43,최고의 복지는 역시 동료들. 다같이 성장하려고 하는 문화. 팀바팀이라고는 함,딱히 느낄 단점은 없음 정말. 팀바팀일 것 같으나 대체로 분위기 좋음,"수평적인 문화, 원활한 소통
사옥이 깨끗하고 좋음
복지가 많음","방향성 없는 경영으로 인해 비전이 자주 바뀜
근무제가 자주 바뀌어서 혼란","리모트 워크 최고!!
경영진이 직원들을 믿어주는 분위기","업무량 많은 편
회의가 많고 비효율적인 의사소통 빈번함","개발, 디자인 팀의 산출물과 agile 시스템 활용도가 매우 높음 (직전 회사가 시리즈B 스타트업이라 체감하는 속도/시스템의 효용이 유독 더 크게 느껴지는 걸 수도 있음)
의사결정이 빠르고 팀 내부 커뮤니케이션이 원활함","리더십에는 외국인들이 많고, 현업에는 한국인들 뿐이라 두 언어를 모두 유창하게 구사해야 커뮤니케이션에서 놓치는 부분이 없음",다양한 업무를 접해볼 기회가 많음. 그 속에서 커리어 성장도 꾀할수있음. 그리고 사람들이 다들 좋아서 사람 스트레스 받은 적은 없었음.,최근 IT 업계의 추세에 따라 복지를 줄이고 경영진이 단방향 소통을 하고자 하는게 느껴짐.,"배움, 진취적 문화, 함께 일하는 사람들이 좋음. 서로 배울것이 있는 사람들",무능력한 경영진으로 최근 조직문화는 많이 안좋음. 나태함 팽배,"세계 최고의 회사를 다닌다는 자부심
아마존이기에 갑질할 수 있음","인당 100을 해야하며 업무 과중이 심함
개인의 성장이 제한됌
복지랄게 없음","탄탄한 회사 구조와 좋은 회사 분위기.
대부분 애사심이 높고 열정적이다.
나름 수평구조라 자기의 의견및 피드백을 편하게 애기 할 수 있는 회사.
적당한 업무량으로 워라벨 또한 챙길 수 있다.
회식-없음 (선택사항)
초과 근무-없음(본인선택)
휴가(본인이 원할때-단, 선착순)

무엇보다 과장 조금 보태서, 큰 사고만 치지 않으면 나갈 일 없는 공무원 같은 직장.","업무분담이 잘 되어 있어서 장점이자 단점.
내게 주어진 일외에 다른 경험을 접할 기회가 극히 드물다.

승진및 커리어 성장? 글쎄... 애플 코리아에서는 힘들다.
(다만 리테일은 꾸준히 성장하고 있기에 경쟁/정치는 당연히 심하겠지만 리테일은 비교적 기회가 많다)

한국에 있는 다른 외국계 기업들도 비슷하겠지만,
한국 특유의 직장문화와 애플 문화가 뒤엉켜 이도저도 아닌게 되었다고 할까...
(수평구조/자율적인듯 보이나 결국 위에서 하라는데로 하는 시스템)","모든직원이 프로페셔널하고 나이스함
사내 모든 업무가 투명함
실무자에게 많은 결정권이 있음",다 준비되어있는사람들이 오는 경향이 있어 성장하는 나라의 사무실이 아니면 성장기회는 거의 없음,"재택근무
무료 아침, 점심, 간식
유연 출근
스마트한 동료","최근 2번의 레이오프로 회사 분위기가 좋지않습니다
더 많은 정규직 포지션 오픈이 되면 좋겠습니다"
44,"복지 좋음
재택 근무
동료들이 대부분 착하고 친절한 편
사용자가 많은 서비스 경험 가능","개인주의라 초반 적응 힘들 수 있음
탑다운으로 진행되는 일이 많음",좋은동료들이 많음. 편하게 다니고자하면 편하게 다닐수있음,"경영진의 한탕주의, 방만힌 경영
잦은대표 교체로 대표마다 뱡향성이 달라짐","재택근무가 제일의 복지
팀바팀이긴 하지만 만족스러운팀원","현재까지는 불만없이 잘다니고있습니다
팀바팀이 좀 복불복인득",일 하는만큼 퍼포먼스가 잘 나오면 충분히 대우 받는 회사,주화입마에 빠질수 있다. 자기 세일즈도 잘 할 줄 알아야 한다,"좋은 근무환경과 친절하고 피드백 빠른 주변 동료들
나쁘지않은 급여","상위레벨에서 맥락없이 일정박아서 내려오는 탑다운 과제가 많음
누가 봐도 불가능한 일정을 밀어붙이다가 오픈직전 뒤집어지는 경우 부지기수
최근엔 전사적으로 비용절감에 대한 방향성이 커짐","업무의 자율성
복지 (휴가, 보너스, 개인의 처지에 대한 높은 배려도)
역량 평가 및 승진의 높은 빈도","업무체계의 불명확성
선별적 보상이 아닌 단체 보상 위주로 인한 상대적 박탈감","네임벨류, 훌륭한 동료들과 함께 일하며 성장할 수 있는 점",대부분의 동료들이 많은 업무량으로 야근이 잦고 워라벨을 맞추기 어려움,연령대 출신 이전직장 등 다양한 분야의 사람들이 모여 화합하는 분위기가 참 보기좋은 회사. 나와 다른 사람들에게서 배우는 점이 참 많다,쉬프트 근무가 적응하기 힘들고 감정소모가 큰 날이 많음,"함께 일하는 동료들이 일을 잘하고, 똑똑한데 인성까지 좋다
프리라이더, 정치질하는 사람이 거의 없다
직급이 올라갈 수록 일을 더 많이 하고 그만큼 권한도 책임도 더 많이 주어진다","전체적으로 과로하는 분위기가 있다
계속해서 본인의 스터닝함을 증명해야한다는 압박감이 있다",뛰어난 사람들이 많아서 자극도 많이되고 옆에서 배우게됨,해외오피스중 크게 중요한 곳은 아니라 애매한듯. 지금은 더 애매해진듯
45,아직까지는 이 업계 커리어의 메인 스트림 만들기에 나쁘지 않음,"워라벨이 극악이고 조직별 분위기가 천차만별
그래서 복불복이 많음
동료복도 인센복도","워크타임 맘대로 자유롭게 조정 가능, 그 외 복지들이 좋음, 배울점 많은 동료들",커리어 발전가능성이 희미해보임…10년 후 모습이 쉽게 그려지지않음,"대기업 IT기업답게 복지가 좋은 회사입니다
직원분들이 성실하고 온화해요","개개인이 부담해야하는 일의 양이 많은 편입니다
열심히 해놓고
빠르게 접히는 사업이 많은편이에요","수평적인 문화, 자유 복장, 맛있는 밥,,? 이 정도??",업무 특성상 핸드폰 시간만 봐도 눈치가 보이지만 어쩔 수 없는 듯,"22년 중반까진 정말 즐겁게 일함.
회사는 성장하고 있었고, 연봉 상승률은 항상 두자리였고 복지나 비전으로 인해 늘 내가 우형에서 일하고 있단 걸 자랑스럽게 생각하며 일함.
훌륭한 동료들이 늘 최고의 복지라 여김.
","고여있는 무능력 분자들의 분탕질과 DH의 인수로 인해 갑자기 헤드가 된 자격없는 자들이 좋은 회사를 다 망침
진짜 일할 수 있는 사람들은 이미 떠나고 좋은 복지에 떠날 수 없는 자들만 남아 있음",급여 복지 문화 회사위치 워라벨 업무합리성 구성원의 균질함 CSR 네임벨류등 종합적으로 빠지는게 크게 없음,Sheer한 조직 구조로 인한 일당백 기대치의 부담. 너무편하게 살아온 경영진들의 아쉬운 위기 관리 능력. 그래도 사람 괴롭히는 분위기는 절대 아님,좋은 제품과 커리어 성장기회가 있음. 이직 기회가 풍부해짐.,ERP 이후 사기 저하. 한국 경영진들에 대한 의문. 워크라이프 발란스는 없는걸루,"육아하기 좋은 환경
서로 심하게.터치안함
업무 눈치껏 하면됨","평소.근무성적보다 영어잘하는 사람이 승진함
성과만큼 급여상승되지않음","직원 대우
노동한 만큼의 댓가를 받는다 직급에 상관없이 의견을 주고받을수 있다는 것도 장점",그만큼 내 생활을 포기해야한다 일이 곧 삶이되는 게 괜찮은 사람만 가능한 루틴,"워라밸 좋고 급여도 나쁘지 않음, 해외 오피스로 갈 수 있는 기회","일이 재미가 없음, 기술스택이 다른 회사랑 호환이 안돼서 IT인싸가 되기 힘듦"
46,"회사의 네임밸류
복지 (재택근무 등)
배울 점이 많은 동료들","팀바팀이겠지만
수평을 추구하는 것에 비해 수직적인 문화
일정의 압박
리뷰 등급이나 인센티브 기준이 모호하다고 느껴짐","워라밸 카카오라는 순간의 자부심
이직용 커리어 작성엔 도움이 된다","의미없는 성과 제도
여기가 과연 대기업이 맞는지 의구심이 드는 연봉체제",연봉 인센 포함하여 보상은 나쁘지 않다 자잘한 복지성 현금은 알파,일이 진짜 미친듯이 많다 무엇보다 회의가 하루종일 있음,"직원들 갈갈하니 의도치않게 본인 역량은 뛸수있음.
성과가 좋다면 금전적 보상은 보장되어있음.
리더십원칙에 심취한다면 쿠팡에 빠르게 적응할듯.","부바부 팀바팀이겠지만 스트레스로 얻을수있는 모든것을 얻을수있음.
수평문화 모르겠음. (젊은 꼰대문화, 사내정치 심함)
결론은 일과 사람 둘다 힘든곳? 잦은 채용의 원인이 있는곳."," 주 32시간 근무
비포괄
양가부모님 보험 가입
나이스한 주변 동료들
원격근무 (2024년도에는 주 1~2회 출근 예정)","답답한 경영진의 의사결정
주먹구구식 일처리
경쟁사에 대한 불안함",연봉이 높음. 직원들의 복지에 많은 신경을 써줌. 밥이 맛있음,Peer pressure. 워라밸 신경 안쓰고 일하는 동료들이 많음,"팀바이팀이긴 하지만 전세계 어디서든 오피스만 일 할 수 있어서 좋음.
돈을 적당히 준다.",돈 주는만큼 일이 많다… 일 받으려고 한도 끝도 없이 받을 수 있다…,"수평적, 워라밸, 능력있는 매니저, 확실한 목적성과 실현가능하도록 스케쥴, 인력 관리의 효율성",업무 시작한지 오래안되어 아직 없다. 굳이 꼽자면 영어,업계 최고의 대우를 합니다. 성장하는 회사입니다. 서울 오피스가 중요한 역할을 합니다.,일이 매우 많습니다. 아침 일찍부터 저녁 늦게까지 회의가 많습니다. 동료들이 요구하는 수준이 높습니다.,"아직은 남아있는 네임밸류..
밥이 맛있고 소소한 복지
똑똑한 동료들","매니저 잘못 만나면 커리어성장은 없다고 보면됨
끊임없이 성장해야하기에 그에 따르는 일의 양과 압박"
47,수직적인 대기업에서 근무하다 네이버로 오고 느낀점은 직원들을 진심으로 생각하는 운영 방식이다. 물론 100% 만족할 수는 없지만 애초에 회사가 그럴 필요도 없을 뿐더러 대다수의 타 그룹이 위에서 찍어누르는 모습만 보다 만난 네이버는 정말 따뜻하다.,"기업 규모에 비해 체계가 정말 부족하고, 조직개편이 잦다. 잦은 조직개편도 체계가 부족해서 생기는 일이라고 생각한다.",유연근무제가 있고 워라벨이 좋음. 편안히 다니기는 좋음.,동종업계보다 급여와 급여 인상율 낮음 복지가 줄어들고 있음 무능한 경영진,"영원한 풀재택, 뛰어난 동료들, 존중하는 문화, 좋은 복지",뛰어난 임직원들의 능력을 제대로 써먹지 못하는 경영진들,최고의 장점 재택근무 그거말고는 별다른 복지는 모르겠네요,회사에 갑자기 인도인이 많아지는느낌 ;; 한국사람나가면 인도인이 오는듯," 유능하고 매너 있는 동료들
가족에게 좋은 복지
커리어 향상 기회","일이 많음… 쳐내도쳐내도 끝나지 않는 일
내부 정책 등이 너무 복잡함
규모가 커지면서 대기업화가 진행되는 듯 함","수평적인 문화
커리어성장
워라벨
복지 등 굉장히 좋음
업무량 괜찮음",딱히 없음. 이직률도 그다지 높지 않아서 오래 다니고 싶은 사람에게 추천하는,국내 기업만 다니다보니 새로운 환경이 어색하지만 새롭기 때문에 좋기도 함. 이직 시 조금 유지할 것 같기도 함.,낯선 문화. 생각보다 적은 급여. 업무가 많음. 외국어 못하면 힘듦.,"내가 기여하는 제품을 지나가는 많은 사람들이 매일 쓰고 있는 것을 보면 뿌듯하고 행복하다.
부서마다 다르지만 엔지니어들은 한국에 부서가 따로 있지 않고 매니저가 미국에 있는 경우가 많다. 상사와 동료들이 사무실에 같이 없기 때문에 아무래도 사람으로 스트레스 받을 일이 적고 마음의 평화가 있다.
같은 공간의 사람들은 사무실만 공유할 뿐 일적으로 엮이지 않기 때문에 사이가 좋거나 서로 잘 모른다.
쿠퍼티노 업무 시작 전에 마쳐놓으면 되는 일들이 많아서 낮에 내 시간이 많고 여유롭고 워라밸이 좋다.
성과가 좋으면 많은 주식을 주고 그 주식이 아직까지는 많이 오른다.
팀원들과 서로 경쟁을 하는 느낌이 아니라 신뢰하고 서로 도우며 함께 으쌰으쌰하는 기분이 든다. 업무 관련 질문에 서로 친절히 잘 알려준다.
성격 모난 사람 본적이 별로 없다.
출장이 많다.
애플 제품 할인이 된다.","최고의 회사에 다니지만 자랑을 할 수가 없다.
비밀이 많은 회사라 항상 말조심을 해야 한다.
새로운 제품에 대해 물어보면 대답은 몰라도 몰라요, 알아도 몰라요이니 폰 깨졌는데 바꿀까 기다릴까 물어보지 말자.
같은 팀이 아닌 한 서로 무슨일 하는지 잘 모른다.
심지어 서로의 레벨도 모르고 승진을 해도 비밀이다.
시간차 때문에 밤 늦게 또는 아침 일찍 이메일을 가끔 체크해야 업무가 딜레이 없이 원활하다.
모바일기기기와 OS를 만드는 회사인만큼 오래 다니면 다른 회사로 이직하기에는 어려워지는 느낌이 들 때도 있다.
회사에서 밥을 공짜로 주지 않는다 (쿠퍼티노도 마찬가지) 대신 드넓은 삼성동과 코엑스가 있어서 먹고 싶은 것 마음대로 먹는다.
지인들이 애플 할인 때문에 나와 친구관계를 유지하나 생각이 들 때가 있다.
주식 세금 제대로 안 내면 국세청한테 혼난다.
젊은 피가 많다는 리뷰도 보이는데 엔지니어쪽은 대부분 경력 많이 쌓고 들어와서 나이가 많다.
출장이 많다. (장점일 수도 단점일 수도)","핫한 브랜드 벨류
귀감이 되는 뛰어난 동료들
마켓의 탑 연봉
플렉서블한 근무 시간","높은 근무 강도
경쟁은 없지만 기대받는 엄청난 높은 bar",연차가 높든 낮든 신경쓰지 않고 개인의 업무 자율성을 존중하는 문화. 능력 있는 동료들과의 만남.,좋게 말하자면 자유도가 높다는 것이고 나쁘게 말하자면 방목이나 다름 없을 정도로 체계가 부족하다는 문제가 있음. 능동적으로 문제 해결을 하는 데에 익숙한 사람들이라면 사실상 단점이 없다고 봐도 되지 않을까 함.
48,"새로운 기술 습득 적극 권장하는 문화.
수평적인 직급ㅇㅇ","일이 많은건 단점이자 장점같은데 대신 보상이 따라옴
이건 케바케","뛰어난 팀원들과 함께 공동의 목표를 나아감
자유로운 분위기","공동의 목표의 이유가 명확하지 않음
말바꾸기
약속 지키지 않기","사원을 가장 중요하게 생각하는 분위기, 서로 존중하는 분위기, 워라벨은 말할 것도 없는 100% 재택가능 회사","회사의 미래는 곧 일본에 있다는 점이 불안전 요소
경영진의 인사이트에 대해서는 큰 신뢰는 하지 않는 편이.","네임벨류
가끔씩 칼퇴가능
해고위험이없어 공무원느낌으로 다니면 최고의직장"," 낮은 연봉
그들만의 리그
회사의 성장은 직원의 성장이 아닙니다",우선 재택근무로 인해 팀원들이란 적당한 거리 유지 가능,"재택근무의 단점으로 소통이 너무 안된다..
일주일에 한두번 봐서 아직도 어색한","최상급 급여 책정
직원들과 사내 문화가 최상급 입니다.",커리어 개발을 하기가 어려우며 현재는 성장이 다소 정체된 상태.,"멋진동료들
개인의성장을 스스로 독려하게함
좋은 문화를 배울수있음","갑작스러운 마이크로매니징.
얼마나 오래다닐수 있을지 모르겠다","워라밸하나는 끝내줘요.
물론 부바부겠지만",음...... 일단 여기도 사람 잘 만나야해여 정말루 ,구멍이 없음. 최고의 인재가 뽑히고 와서 더 성장하는 곳.,일이 재밌는데 연봉도 많이 주고 복지도 좋고 자율성도 높아서 이래도 되나 싶음. 그래서 더 열심히 하게 됨,좋은 워라벨과 복지 제도. 자기 할 일만 잘 한다면 자유로운 근무 문화.,커리어를 쌓기 위해서는 명확한 성과와 그 외 프로젝트 진행 필요
49,"재택근무, 커피가 싸다, 밥을 준다, 에어컨이 좋다, 허먼밀러","주차장 자리가 적다, 일이 많다, 식사시간에 줄이 너무 길다.",복지나 근무 환경이 나쁘지 않다는 의견이 많아 보입니다.,경영진에 개선을 바라는 목소리와 의견이 많아 보입니다.,"재택근무, 유연근무 제도가 정말 좋음.
이정도 워라밸이면 따라올 회사 거의 없을 듯.
급여와 복지도 남부럽지 않다.",식비는 아쉬운 편. 그래도 다른 복지로 커버된다고 느끼긴 합니다.,월급은 인정. 밀리는거없이 잘 나오고 연차 사용 자유로움,월급만 좋고 그외 복지는 없음.. 사내대출이있음 좋겠음,"주32시간이 미친 강점
서로의 근무시간을 침범하는 일이 없음","역설적으로 서로 너무 배려해서 소통이 빙 둘러감
오롯이 내 일에 집중할 시간이 부족",인사고과에 임팩트에 중점을 둬서 평소에 늘 열심히 분골쇄신하며 일하지 않아도 요령 있게 워러밸을 추구하면서 자기 페이스에 맞춰 임팩트를 내는 방법을 터득하면 최고의 직장,"매뉴얼이 없는 경우가 많고 개척해나가야하는 분야도 많아서, 열심히 일하는 만큼 자기가 무슨 일을 왜 하고 있는지, 왜 중요한지, 어떤 임팩트를 낼 수 있는지 혹인 내고 있는지에 대해 끊임없이 업데이트 해야함","자율 재택
능력있고 사람 좋은 동료들
해외 엔지니어들과의 협업
자유로운 연차
클라우드 서비스 무제한 이용
역삼역 쾌적하고 세련된 사무실 키친","성과 압박
동료들과 무한 경쟁
열심히 하지 않으면 도태 가능성 높음
언어의 장벽도 무시 못함
국내 회사 처럼 바쁘고 한가하고 이렇지 않고 항상 바쁨
재택 근무를 많이 하다 보니 감금되서 일만 하는 기분
매달 성과 골 걱정","최고 수준의 급여 보상, 보너스, 합리적인 의사 결정, 유능한 동료","할 일이 너무 많고 바쁨, 잦은 출장으로 주말 부부 수주의 생활을해야 하는 경우가 있음","자기 역량만 출중하다면 정말 기량을 맘껏 펼칠 수 있음.
독특한 회사 문화가 자신에게 맞으면 다른 곳 보다 몇곱절 성장할 가능성이 많음. 예산으로 인한 제약이 없고 일단 근무하는데 필요한 것들은 무조건 지원 해주는 편. 근무 분위기가 자율적인 편. 회사 문화가 맞으면 더할나위 없이 만족할 곳.",본인이 한 일에 대해는 본인이 책임 지게 됨. 뭐든 지원해주는 대신 확실한 아웃풋을 스스로 내야 한다는 분위기가 있음. 회사 문화가 맞지 않으면 다니기 고역일 듯.,"영어 실력이 는다
네임 벨류가 높다
국제적인 규모의 프로젝트에 자유롭게 참여할 수 있다","영어 미팅이 많다
산업에서 쓰는 기술이 아니라 사내에서만 쓰는 기술을 쓰므로 고립될 수 있다
책임이 많이 따르므로 워라밸만 보고 들어오면 안 된다"
50,자유로운 분위기 수평적인 분위기라서 매우 만족하면서 다니고 있음,일이 조금 많이 많은데 사람을 충원해주지 않는 거 같다,워라벨. 자유로움. 괜찮은 네임벨류. 대부분 뛰어난 동료들.,경영진. 비전이 안보임. 남아있는 복지마저 뺏어가는중.,"이만하면 좋은 회사라 생각
워라밸, 급여, 커리어 측면에서 다 만족","윗자리는 실력보단 결국 인맥 우선인 듯
가끔 저 자리에 왜 있지 하는 답답한 사람도 있음","님 호칭 문화로 수평적인 분위기
잡다한 복지가 있긴함.","연봉이 너무적다 정규직인데 3천 초임
재택근무하는거 눈치줌","적극적이고 주도적으로 일하는 동료들
기본 연봉 높음
야근수당 확실","일이 너무 많음
변화가 너무 빠름
예전같지 않은 기업문화","빠른 연봉 상승 및 최고의 복지.
똑똑한 사람들과 일 할 기회가 많음.","알아서 찾아먹지 않으면 안 되는 회사.
개인기를 부릴 줄 알아야 하는 회사.","커리어, 나쁘지 않은 워라밸, 유연한 문화, 결과 위주의 업무 방식","주가에 따른 TC변화, 낮은 연봉상승폭, 시스템 보다는 개인 역량","지속적으로 성장중이고 기회가 아직은 많음
주식 취득과 수여 등 은근 쏠쏠한 혜택과 다양한 복지
자유로운 연차사용
칼같은 퇴근시간
오픈마인드의 리더쉽팀","너무 쪼개진 쉬프트로 인한 규칙성 없는 삶과 이로인한 워라밸 붕괴와 건강문제
애플의 최대장점인 특유의 문화가 조금씩 약해지는 분위기
적은 연봉","회사 컬처가 워낙 유명한데 실제로 서울 오피스에도 회사 컬처대로 자유와 책임으로 잘 운영되고 있음.
같이 일하는 직원들이 너무 훌륭하고 사람때문에 스트레스 받는 일이 없음.
사무실은 여태 봤던 사무실 중 최고이고, 자유와 책임의 문화 만큼 제공되는 굿즈, 푸드, 복지가 어마어마하게 많다.
연봉은 업계 최고로 대우 해주고


넷플릭스 라는 네임 밸류에서 오는 자부심도 있고 위치도 좋음. 그냥 다 좋음..
다들 이런데서 꼭 한번 일하고 싶다 생각해본 적 있었을텐데 그 이런데가 여기인듯..","큰 단점은 없다. 일은 좀 많아도 회사가 너무 좋고 직원들로 인해 스트레스 안받고 내가 좋아서 하게 됨. 재미있게.
입사할때 당시 인터뷰를 많이 봤던 건 힘든 경험.
하지만 그렇게 많은 인터뷰를 통해 인재들을 거르고 걸러서 입사시키는 것 같음.","모나지 않은 동료들, 커리어에 관심 많은 주변 환경으로 고민해볼 여지가 많음",그래도 로컬 법인이라는 한계점이 명확해서 할 수 있는 범위가 한정적임
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
